Survived,Sex,Pclass_1,Pclass_2,Pclass_3,AgeMissed,age_norn,has_sibsp,sibsp_norm,has_parch,parch_norm,fare_norm,fare_high,fare_low,fare_mid,hascabin,Embarked_C,Embarked_Q,Embarked_S
1,0,False,False,True,1,0.36792055349407915,1,0.125,0,0.0,0.030253985132996517,False,False,True,0,False,True,False
0,1,False,True,False,0,0.35913546117114853,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
0,1,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.013907073811135496,False,True,False,0,False,False,True
0,1,False,False,True,0,0.37170143252073384,0,0.0,0,0.0,0.014102260811993537,False,True,False,0,True,False,False
0,1,True,False,False,0,0.5476250314149284,1,0.25,0,0.0,0.17566830077223786,True,False,False,1,False,True,False
0,0,False,False,True,0,0.3088715757728072,0,0.0,0,0.0,0.015175789316712771,False,True,False,0,False,False,True
1,0,False,True,False,0,0.2963056044232219,0,0.0,1,0.3333333333333333,0.028302115124416098,False,False,True,0,False,False,True
1,1,True,False,False,0,0.4596632319678311,1,0.125,1,0.16666666666666666,0.10257896680493714,True,False,False,1,False,False,True
0,1,False,True,False,0,0.6732847449107816,1,0.125,0,0.0,0.050748620223090936,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.014151057562208049,False,True,False,0,False,False,True
0,0,False,False,True,0,0.35913546117114853,1,0.125,1,0.16666666666666666,0.02042143996477265,False,False,True,1,False,False,True
0,1,True,False,False,0,0.7738125157074642,0,0.0,0,0.0,0.051822148727810165,False,False,True,1,False,False,True
0,1,False,False,True,0,0.37170143252073384,1,0.125,0,0.0,0.031425107138144774,False,False,True,0,False,False,True
0,0,False,False,True,0,0.5099271173661724,0,0.0,1,0.3333333333333333,0.039452172548431745,False,False,True,0,False,False,True
1,0,False,False,True,0,0.35913546117114853,0,0.0,1,0.3333333333333333,0.029757819776815374,False,False,True,0,True,False,False
1,0,True,False,False,1,0.36792055349407915,0,0.0,0,0.0,0.15458810467956932,True,False,False,0,True,False,False
1,0,True,False,False,0,0.37170143252073384,0,0.0,0,0.0,0.16883675574220638,True,False,False,1,False,False,True
1,0,True,False,False,0,0.43453128926866047,0,0.0,0,0.0,1.0,True,False,False,0,True,False,False
1,0,False,True,False,0,0.6230208595124404,0,0.0,1,0.16666666666666666,0.050748620223090936,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
1,1,False,False,True,0,0.032420206081930136,1,0.5,1,0.3333333333333333,0.061264319894317944,False,False,True,0,False,False,True
0,1,True,False,False,0,0.648152802211611,1,0.125,1,0.16666666666666666,0.1554664461834305,True,False,False,1,False,False,True
0,1,True,False,False,0,0.4973611460165871,0,0.0,0,0.0,0.0,False,True,False,1,False,False,True
0,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
0,1,False,True,False,0,0.4470972606182458,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
0,1,False,False,True,0,0.19577783362653933,1,0.5,1,0.16666666666666666,0.07746484096553544,True,False,False,0,False,False,True
1,1,False,False,True,0,0.3088715757728072,1,0.125,0,0.0,0.015175789316712771,False,True,False,0,False,False,True
1,0,True,False,False,0,0.7235486303091229,0,0.0,1,0.16666666666666666,0.2995388511917728,True,False,False,1,False,False,True
1,0,True,False,False,0,0.43453128926866047,0,0.0,0,0.0,0.2647385704347907,True,False,False,1,False,False,True
0,1,True,False,False,1,0.36792055349407915,0,0.0,0,0.0,0.060507970265993034,False,False,True,0,False,False,True
1,1,False,False,True,0,0.3088715757728072,0,0.0,0,0.0,0.0,False,True,False,0,False,False,True
1,0,False,True,False,0,0.5099271173661724,0,0.0,1,0.16666666666666666,0.0380614651673182,False,False,True,0,False,False,True
0,1,True,False,False,0,0.4596632319678311,0,0.0,1,0.16666666666666666,0.057970539254838485,False,False,True,1,True,False,False
1,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
1,0,True,False,False,0,0.7863784870570495,1,0.125,0,0.0,0.15216446768991498,True,False,False,1,False,False,True
0,0,False,False,True,0,0.5601910027645137,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,False,True
0,1,False,True,False,1,0.36792055349407915,0,0.0,0,0.0,0.0,False,True,False,0,False,False,True
0,1,False,False,True,0,0.08268409148027142,1,0.5,1,0.16666666666666666,0.056848213999904744,False,False,True,0,False,True,False
1,0,False,False,True,0,0.43453128926866047,1,0.125,1,0.16666666666666666,0.03952536767375352,False,False,True,0,False,False,True
0,1,False,False,True,0,0.8115104297562201,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
0,1,False,False,True,0,0.3465694898215632,0,0.0,0,0.0,0.015330377421392339,False,True,False,0,False,False,True
0,1,False,False,True,0,0.19577783362653933,0,0.0,0,0.0,0.018542765081513996,False,False,True,0,False,False,True
1,1,False,False,True,0,0.23347574767529528,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,True,False,False,1,0.36792055349407915,0,0.0,0,0.0,0.050748620223090936,False,False,True,1,False,False,True
0,1,False,False,True,0,0.4093993465694898,0,0.0,0,0.0,0.016908073949327893,False,False,True,0,True,False,False
1,1,False,False,True,0,0.37170143252073384,0,0.0,0,0.0,0.018542765081513996,False,False,True,0,False,False,True
0,1,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
1,1,False,True,False,0,0.5224930887157577,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
1,0,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
1,0,True,False,False,0,0.32143754712239253,0,0.0,0,0.0,0.15390495017656614,True,False,False,0,False,False,True
1,0,True,False,False,0,0.23347574767529528,1,0.125,0,0.0,0.17777475888549785,True,False,False,1,True,False,False
0,1,False,True,False,0,0.4470972606182458,0,0.0,0,0.0,0.025130326360472913,False,False,True,1,True,False,False
0,0,False,False,True,0,0.2963056044232219,0,0.0,0,0.0,0.01727404957593672,False,False,True,0,False,False,True
0,1,False,False,True,0,0.2963056044232219,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
0,1,True,False,False,1,0.36792055349407915,0,0.0,0,0.0,0.05410739813385612,False,False,True,0,True,False,False
0,1,False,False,True,0,0.2900226187484292,0,0.0,0,0.0,0.014110458666029575,False,True,False,0,True,False,False
0,0,True,False,False,0,0.01985423473234481,1,0.125,1,0.3333333333333333,0.29580589980036276,True,False,False,1,False,False,True
1,1,True,False,False,1,0.36792055349407915,0,0.0,0,0.0,0.05953203526170282,False,False,True,1,False,False,True
1,0,True,False,False,0,0.6230208595124404,0,0.0,1,0.16666666666666666,0.4831284260198326,True,False,False,1,True,False,False
1,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
1,1,False,False,True,1,0.36792055349407915,1,0.25,0,0.0,0.04538097769949478,False,False,True,0,False,True,False
0,1,False,False,True,0,0.23347574767529528,0,0.0,0,0.0,0.0,False,True,False,0,False,False,True
1,0,False,True,False,1,0.36792055349407915,0,0.0,0,0.0,0.024105594605968193,False,False,True,1,False,True,False
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
1,1,True,False,False,0,0.0062829856747926615,1,0.125,1,0.3333333333333333,0.29580589980036276,True,False,False,1,False,False,True
1,0,True,False,False,1,0.36792055349407915,0,0.0,0,0.0,0.21642978772242535,True,False,False,0,True,False,False
1,0,True,False,False,0,0.20834380497612465,1,0.125,0,0.0,0.2125586439344078,True,False,False,1,True,False,False
0,1,False,True,False,0,0.37170143252073384,1,0.125,0,0.0,0.04684488020593009,False,False,True,0,True,False,False
1,0,True,False,False,0,0.37170143252073384,0,0.0,0,0.0,0.11111839809247648,True,False,False,1,True,False,False
1,0,True,False,False,0,0.2963056044232219,0,0.0,0,0.0,0.16231419173453318,True,False,False,1,True,False,False
1,0,True,False,False,0,0.22090977632570996,1,0.25,1,0.3333333333333333,0.5121218935012878,True,False,False,1,True,False,False
0,0,False,True,False,0,0.32143754712239253,1,0.125,1,0.16666666666666666,0.050748620223090936,False,False,True,0,False,False,True
0,1,False,False,True,0,0.3465694898215632,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
0,1,False,True,False,0,0.5350590600653431,1,0.125,1,0.16666666666666666,0.05123658772523604,False,False,True,0,False,False,True
1,0,False,False,True,0,0.32143754712239253,0,0.0,0,0.0,0.015330377421392339,False,True,False,0,False,False,True
1,0,False,True,False,0,0.2963056044232219,1,0.125,0,0.0,0.050748620223090936,False,False,True,0,False,False,True
0,1,False,True,False,0,0.6732847449107816,0,0.0,0,0.0,0.027326180120125887,False,False,True,0,False,False,True
1,0,True,False,False,0,0.38426740387031916,0,0.0,1,0.3333333333333333,0.32179836714362564,True,False,False,1,False,False,True
1,0,True,False,False,0,0.4973611460165871,1,0.125,1,0.16666666666666666,0.2625265161540666,True,False,False,1,True,False,False
0,1,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.014151057562208049,False,True,False,0,False,False,True
0,1,False,False,True,0,0.33400351847197784,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
1,0,False,True,False,0,0.37170143252073384,0,0.0,0,0.0,0.024105594605968193,False,False,True,0,False,True,False
1,0,False,True,False,0,0.2711736617240513,1,0.125,1,0.16666666666666666,0.056604230248832196,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,1,1.0,1,0.3333333333333333,0.13575255909676823,True,False,False,0,False,False,True
1,0,True,False,False,0,0.4470972606182458,0,0.0,0,0.0,0.2647385704347907,True,False,False,1,True,False,False
0,1,False,False,True,0,0.7612465443578789,0,0.0,0,0.0,0.012174789178520372,False,True,False,0,False,False,True
1,0,False,True,False,0,0.4470972606182458,0,0.0,0,0.0,0.025374310111545468,False,False,True,1,False,False,True
1,0,False,False,True,0,0.38426740387031916,1,0.125,1,0.16666666666666666,0.04006213192611313,False,False,True,0,False,False,True
1,0,True,False,False,0,0.19577783362653933,0,0.0,1,0.16666666666666666,0.11316786160148591,True,False,False,1,True,False,False
1,0,False,False,True,1,0.36792055349407915,1,0.25,0,0.0,0.04538097769949478,False,False,True,0,False,True,False
0,1,True,False,False,0,0.5664739884393063,0,0.0,0,0.0,0.055628295244541985,False,False,True,1,False,False,True
0,1,True,False,False,0,0.4722292033174164,0,0.0,1,0.16666666666666666,0.2995388511917728,True,False,False,1,False,False,True
0,1,False,False,True,0,0.19577783362653933,1,0.25,0,0.0,0.03513366015444757,False,False,True,0,False,False,True
1,0,True,False,False,1,0.36792055349407915,1,0.125,0,0.0,0.2608674266467732,True,False,False,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
0,1,True,False,False,0,0.35913546117114853,1,0.125,0,0.0,0.12999454257145598,True,False,False,1,False,False,True
1,0,True,False,False,0,0.5099271173661724,0,0.0,0,0.0,0.2625265161540666,True,False,False,1,True,False,False
1,1,False,False,True,0,0.5601910027645137,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,True,False,False,0,0.5601910027645137,0,0.0,0,0.0,0.06929138530460492,False,False,True,1,False,False,True
1,1,False,True,False,0,0.01985423473234481,1,0.125,1,0.16666666666666666,0.050748620223090936,False,False,True,1,False,False,True
1,0,True,False,False,0,0.2963056044232219,1,0.375,1,0.3333333333333333,0.5133418122566505,True,False,False,1,False,False,True
0,1,False,True,False,0,0.3465694898215632,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,1,False,True,False,0,0.3088715757728072,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,1,False,True,False,0,0.4470972606182458,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
1,0,False,True,False,0,0.2963056044232219,0,0.0,0,0.0,0.025374310111545468,False,False,True,1,False,False,True
1,0,False,True,False,0,0.4973611460165871,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
1,0,False,False,True,1,0.36792055349407915,1,0.125,0,0.0,0.031425107138144774,False,False,True,0,False,False,True
1,1,False,False,True,0,0.032420206081930136,1,0.125,1,0.16666666666666666,0.031034733136428686,False,False,True,0,False,False,True
0,1,False,False,True,0,0.5224930887157577,0,0.0,0,0.0,0.016908073949327893,False,False,True,0,False,False,True
0,1,False,False,True,0,0.2837396330736366,0,0.0,0,0.0,0.01800600082915438,False,False,True,0,False,False,True
0,1,True,False,False,1,0.36792055349407915,0,0.0,0,0.0,0.06831545030031472,False,False,True,1,False,False,True
0,1,False,False,True,0,0.18321186227695402,1,0.125,1,0.16666666666666666,0.014110458666029575,False,True,False,0,True,False,False
0,1,False,False,True,0,0.3088715757728072,1,0.125,0,0.0,0.034743286152731485,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.014102260811993537,False,True,False,0,True,False,False
0,1,False,False,True,0,0.3465694898215632,0,0.0,0,0.0,0.018542765081513996,False,False,True,0,False,False,True
1,0,True,False,False,0,0.2711736617240513,0,0.0,1,0.16666666666666666,0.10735285047192313,True,False,False,1,False,False,True
0,0,False,True,False,0,0.4722292033174164,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
1,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.01537917417160685,False,False,True,0,False,True,False
1,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.01537917417160685,False,False,True,0,False,True,False
0,1,False,False,True,0,0.4973611460165871,1,0.125,1,0.6666666666666666,0.05445717323939373,False,False,True,0,False,False,True
0,1,False,True,False,0,0.35913546117114853,1,0.125,0,0.0,0.05410739813385612,False,False,True,0,True,False,False
0,0,False,False,True,0,0.5601910027645137,0,0.0,1,0.16666666666666666,0.028212719478023115,False,False,True,0,True,False,False
0,1,False,False,True,0,0.43453128926866047,0,0.0,0,0.0,0.013760683560491965,False,True,False,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,1,0.125,0,0.0,0.030253985132996517,False,False,True,0,False,True,False
0,1,False,False,True,0,0.37170143252073384,0,0.0,0,0.0,0.014151057562208049,False,True,False,0,False,False,True
1,0,True,False,False,0,0.7486805730082935,1,0.125,0,0.0,0.14687821814567664,True,False,False,1,True,False,False
1,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.014110458666029575,False,True,False,0,True,False,False
1,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
1,0,True,False,False,0,0.2963056044232219,0,0.0,0,0.0,0.13526459159462315,True,False,False,1,True,False,False
1,1,True,False,False,0,0.3088715757728072,1,0.125,0,0.0,0.1082149914547131,True,False,False,1,True,False,False
0,1,False,False,True,0,0.22090977632570996,1,0.125,0,0.0,0.012678957201736696,False,True,False,0,False,False,True
0,1,False,False,True,0,0.23347574767529528,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,True,False,False,0,0.2711736617240513,0,0.0,0,0.0,0.2647385704347907,True,False,False,0,True,False,False
0,0,False,False,True,0,0.032420206081930136,1,0.375,1,0.16666666666666666,0.04113566043083236,False,False,True,0,False,False,True
1,0,True,False,False,1,0.36792055349407915,1,0.125,0,0.0,0.16038672010106,True,False,False,0,True,False,False
1,0,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.014151057562208049,False,True,False,0,False,False,True
0,1,True,False,False,0,0.33400351847197784,0,0.0,1,0.3333333333333333,0.41282050681475896,True,False,False,1,True,False,False
0,1,False,False,True,0,0.24604171902488062,0,0.0,0,0.0,0.007831878409428937,False,True,False,0,True,False,False
0,1,False,False,True,0,0.23347574767529528,0,0.0,0,0.0,0.015175789316712771,False,True,False,0,False,False,True
1,0,True,False,False,0,0.5224930887157577,0,0.0,0,0.0,0.4440992237022602,True,False,False,0,True,False,False
1,0,False,False,True,0,0.007288263382759489,0,0.0,1,0.3333333333333333,0.030725752114070404,False,False,True,0,True,False,False
0,1,False,False,True,0,0.39683337521990447,0,0.0,0,0.0,0.015468569817999833,False,False,True,0,False,False,True
1,0,True,False,False,0,0.43453128926866047,1,0.125,0,0.0,0.10149724044618187,True,False,False,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
0,1,False,True,False,0,0.22090977632570996,0,0.0,0,0.0,0.1434624456306609,True,False,False,0,False,False,True
0,1,False,False,True,0,0.007288263382759489,1,0.625,1,0.3333333333333333,0.09154270340242172,True,False,False,0,False,False,True
1,0,False,True,False,0,0.4470972606182458,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015086393670319786,False,True,False,0,False,True,False
1,0,False,True,False,0,0.20834380497612465,0,0.0,0,0.0,0.023422440102965045,False,False,True,0,True,False,False
1,1,True,False,False,0,0.4470972606182458,1,0.125,1,0.3333333333333333,0.23422440102965045,True,False,False,1,False,False,True
1,1,False,False,True,0,0.2586076903744659,0,0.0,0,0.0,0.015216388212891242,False,True,False,0,False,False,True
0,1,False,False,True,0,0.3465694898215632,1,0.25,0,0.0,0.015468569817999833,False,False,True,0,False,False,True
1,0,True,False,False,0,0.2837396330736366,1,0.125,0,0.0,0.22109807522194713,True,False,False,1,True,False,False
1,0,False,False,True,0,0.2963056044232219,0,0.0,1,0.3333333333333333,0.03259622914329302,False,False,True,1,False,False,True
0,1,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.015216388212891242,False,True,False,0,False,False,True
0,0,False,False,True,0,0.38426740387031916,0,0.0,0,0.0,0.015330377421392339,False,True,False,0,False,False,True
0,1,False,True,False,0,0.572756974114099,0,0.0,0,0.0,0.050748620223090936,False,False,True,0,False,False,True
0,1,False,True,False,0,0.2837396330736366,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
1,0,False,True,False,0,0.3465694898215632,0,0.0,0,0.0,0.02469115560854232,False,False,True,0,False,False,True
1,1,False,False,True,0,0.4847951746670017,0,0.0,0,0.0,0.015468569817999833,False,False,True,0,False,False,True
0,1,False,False,True,0,0.32143754712239253,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,0,False,False,True,0,0.2586076903744659,1,0.125,0,0.0,0.019177122834302632,False,False,True,0,False,False,True
0,1,False,False,True,0,0.3465694898215632,1,0.125,0,0.0,0.030937139635999665,False,False,True,0,False,False,True
0,0,False,False,True,0,0.24604171902488062,0,0.0,0,0.0,0.016908073949327893,False,False,True,0,False,False,True
0,1,False,True,False,0,0.42196531791907516,1,0.125,0,0.0,0.04098927018018883,False,False,True,0,False,False,True
0,1,False,False,True,0,0.6355868308620256,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,False,True
1,1,False,True,False,0,0.032420206081930136,1,0.125,1,0.16666666666666666,0.03659756266088288,False,False,True,0,False,False,True
0,1,False,False,True,0,0.2586076903744659,0,0.0,0,0.0,0.015175789316712771,False,True,False,0,False,False,True
0,0,False,False,True,1,0.36792055349407915,1,0.375,1,0.16666666666666666,0.04970768794751499,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.013386510079847098,False,True,False,0,False,True,False
1,0,True,False,False,0,0.4093993465694898,1,0.125,0,0.0,0.17566830077223786,True,False,False,1,False,True,False
0,1,False,True,False,1,0.36792055349407915,0,0.0,0,0.0,0.0,False,True,False,0,False,False,True
1,1,False,False,True,0,0.5476250314149284,0,0.0,0,0.0,0.015468569817999833,False,False,True,0,False,False,True
0,0,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
1,0,False,True,False,0,0.42196531791907516,1,0.125,1,0.16666666666666666,0.06343577527886367,False,False,True,0,False,False,True
1,0,False,True,False,0,0.22090977632570996,0,0.0,1,0.3333333333333333,0.025374310111545468,False,False,True,0,False,False,True
0,1,False,True,False,0,0.37170143252073384,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,0,False,False,True,0,0.12038200552902739,0,0.0,1,0.3333333333333333,0.04713766070721715,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,True,False,False
0,1,False,False,True,0,0.2586076903744659,0,0.0,0,0.0,0.015094396337354966,False,True,False,0,False,True,False
0,1,False,False,True,0,0.35913546117114853,0,0.0,0,0.0,0.015370976317570811,False,False,True,0,False,False,True
0,0,False,False,True,0,0.3465694898215632,1,0.125,1,0.16666666666666666,0.028106928123558056,False,False,True,0,False,False,True
0,1,False,False,True,0,0.22090977632570996,1,0.125,1,0.16666666666666666,0.039452172548431745,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.014151057562208049,False,True,False,0,False,False,True
1,0,False,True,False,0,0.3465694898215632,1,0.125,0,0.0,0.050748620223090936,False,False,True,0,False,False,True
1,0,False,True,False,0,0.23347574767529528,0,0.0,0,0.0,0.050748620223090936,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
1,1,False,False,True,0,0.39683337521990447,0,0.0,0,0.0,0.015712553569072387,False,False,True,1,False,False,True
1,1,True,False,False,0,0.3465694898215632,0,0.0,0,0.0,0.051822148727810165,False,False,True,1,False,False,True
1,0,False,False,True,1,0.36792055349407915,1,0.125,0,0.0,0.031425107138144774,False,False,True,0,False,False,True
1,0,False,True,False,0,0.5224930887157577,1,0.125,0,0.0,0.050748620223090936,False,False,True,0,False,False,True
0,1,False,False,True,0,0.20834380497612465,0,0.0,0,0.0,0.013907073811135496,False,True,False,0,False,False,True
0,1,True,False,False,0,0.6230208595124404,1,0.125,0,0.0,0.1091095334796455,True,False,False,1,False,False,True
1,0,True,False,False,0,0.17064589092736868,1,0.125,1,0.3333333333333333,0.23422440102965045,True,False,False,1,False,False,True
0,0,False,False,True,0,0.2586076903744659,1,0.25,1,0.3333333333333333,0.06709553154495196,False,False,True,0,False,False,True
1,0,False,True,False,0,0.2963056044232219,1,0.25,1,0.5,0.03659756266088288,False,False,True,0,False,False,True
0,1,True,False,False,0,0.7989444584066349,1,0.125,1,0.6666666666666666,0.5133418122566505,True,False,False,1,False,False,True
0,1,False,True,False,0,0.38426740387031916,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
1,0,False,True,False,0,0.5601910027645137,1,0.125,1,0.16666666666666666,0.05123658772523604,False,False,True,0,False,False,True
0,1,False,False,True,0,0.24604171902488062,0,0.0,0,0.0,0.018542765081513996,False,False,True,0,False,False,True
0,1,False,False,True,0,0.3088715757728072,1,0.125,0,0.0,0.015175789316712771,False,True,False,0,False,False,True
1,0,False,True,False,0,0.3465694898215632,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
1,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015834545444608664,False,False,True,0,False,False,True
1,1,True,False,False,0,0.04498617743151546,0,0.0,1,0.3333333333333333,0.15977676072337862,True,False,False,1,False,False,True
1,0,False,True,False,0,0.15807991957778336,0,0.0,1,0.16666666666666666,0.0380614651673182,False,False,True,0,False,False,True
1,1,True,False,False,0,0.42196531791907516,0,0.0,0,0.0,0.051822148727810165,False,False,True,0,False,False,True
1,0,False,False,True,0,0.05755214878110078,1,0.25,1,0.16666666666666666,0.03758969818624431,False,False,True,0,True,False,False
1,1,True,False,False,0,0.648152802211611,0,0.0,0,0.0,0.05953203526170282,False,False,True,1,False,False,True
0,1,False,True,False,0,0.4470972606182458,1,0.125,1,0.3333333333333333,0.05416439273810667,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,1,0.125,0,0.0,0.03897240290032268,False,False,True,0,False,False,True
0,1,True,False,False,0,0.37170143252073384,0,0.0,0,0.0,0.05416439273810667,False,False,True,1,True,False,False
1,1,True,False,False,0,0.610454888162855,1,0.125,0,0.0,0.17391981561855152,True,False,False,1,True,False,False
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
1,1,False,False,True,0,0.35913546117114853,0,0.0,0,0.0,0.015411575213749284,False,False,True,0,True,False,False
0,1,True,False,False,0,0.8115104297562201,0,0.0,0,0.0,0.051822148727810165,False,False,True,1,False,False,True
1,0,True,False,False,1,0.36792055349407915,1,0.125,0,0.0,0.10122885832000206,True,False,False,1,False,False,True
1,0,False,True,False,0,0.6230208595124404,0,0.0,0,0.0,0.020494635090094415,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015126992566498259,False,True,False,0,False,True,False
1,1,True,False,False,0,0.5978889168132696,0,0.0,0,0.0,0.051822148727810165,False,False,True,1,False,False,True
0,1,False,False,True,0,0.42196531791907516,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,True,False,False,0,0.5853229454636844,0,0.0,0,0.0,0.07514699533034619,False,False,True,1,False,False,True
0,1,False,True,False,0,0.5978889168132696,0,0.0,0,0.0,0.025374310111545468,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
0,1,False,False,True,0,0.4722292033174164,0,0.0,0,0.0,0.013760683560491965,False,True,False,0,False,False,True
0,1,False,True,False,1,0.36792055349407915,0,0.0,0,0.0,0.0,False,True,False,0,False,False,True
0,1,True,False,False,0,0.6984166876099522,0,0.0,0,0.0,0.051822148727810165,False,False,True,0,False,False,True
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.015078195816283748,False,True,False,0,False,True,False
1,0,False,False,True,0,0.004146770545363157,1,0.25,1,0.16666666666666666,0.03758969818624431,False,False,True,0,True,False,False
0,1,False,False,True,1,0.36792055349407915,0,0.0,0,0.0,0.014151057562208049,False,True,False,0,False,False,True
0,1,False,False,True,0,0.4722292033174164,0,0.0,0,0.0,0.016908073949327893,False,False,True,0,False,False,True
1,0,False,True,False,0,0.4093993465694898,1,0.125,1,0.3333333333333333,0.05416439273810667,False,False,True,0,False,False,True
1,0,False,True,False,0,0.2837396330736366,0,0.0,0,0.0,0.026919605597338588,False,False,True,1,True,False,False
0,0,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.019201521209409888,False,False,True,0,False,False,True
0,1,True,False,False,1,0.36792055349407915,0,0.0,0,0.0,0.10149724044618187,True,False,False,1,False,False,True
0,1,False,True,False,0,0.42196531791907516,1,0.125,0,0.0,0.04098927018018883,False,False,True,0,False,False,True
0,1,False,False,True,0,0.35913546117114853,1,0.125,0,0.0,0.013752485706455927,False,True,False,0,False,False,True
0,1,False,False,True,0,0.2711736617240513,0,0.0,0,0.0,0.014679623960531627,False,True,False,0,False,False,True
1,0,False,False,True,0,0.01985423473234481,0,0.0,1,0.16666666666666666,0.023983602730431916,False,False,True,0,False,False,True
0,1,False,False,True,0,0.10781603417944208,1,0.625,1,0.3333333333333333,0.09154270340242172,True,False,False,0,False,False,True
0,1,False,True,False,1,0.36792055349407915,0,0.0,0,0.0,0.0,False,True,False,0,False,False,True
0,1,False,False,True,0,0.6230208595124404,0,0.0,0,0.0,0.015712553569072387,False,False,True,0,False,False,True
1,0,False,False,True,0,0.7863784870570495,0,0.0,0,0.0,0.018713553707264782,False,False,True,0,False,False,True
